a,b,c,objID,objType,objYear,wapName,wakName,wadName,pmnID,pmnObjName,area,pmnRemarks,Pulau
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\25. Sulteng 2013\07 07 2014\Peta Tematik\KEC.TORUE\pemanfaatan.shp,['FID'.'A_KECAMATA'.'PEMANFAATA'.'AREA'.'PERIMETER'.'HECTARES'],1,Pesisir,2013,Sulawesi Tengah,,Kecamatan Torue,,PEMANFAATA,,Torue,Torue
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\25. Sulteng 2013\07 07 2014\Peta Tematik\KEC.BALINGGI\pemanfaatan.shp,['FID'.'A_KECAMATA'.'PEMANFAATA'.'AREA'.'PERIMETER'.'HECTARES'],1,Pesisir,2013,Sulawesi Tengah,,Kecamatan Balinggi,,PEMANFAATA,,Balinggi,Balinggi
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\28. Sultra 2011\PESISIR\KEC LAINEA\PENGGUNAAN_Lainea.shp,['FID'.'G_Kode'.'G_Name'.'Pemanfatan'.'O_Kode'.'O_Name'.'M_Kode'.'M_Name'],1,Pesisir,2011,Sulawesi Tenggara,,Kecamatan Lainea,,Pemanfatan,,Lainea,Lainea
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\28. Sultra 2011\PESISIR\KEC LAONTI\PENGGUNAAN_Laonti.shp,['FID'.'G_Kode'.'G_Name'.'Pemanfaata'.'O_Kode'.'O_Namee'.'M_kode'.'M_Name'],1,Pesisir,2011,Sulawesi Tenggara,,Kecamatan Laonti,,Pemanfaata,,Laonti,Laonti
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\28. Sultra 2011\PESISIR\KEC MORAMO\PENGGUNAAN_PEMANFAATAN_TANAH_Moramo.shp,['FID'.'G_Kode'.'G_Name'.'P_Name'],1,Pesisir,2011,Sulawesi Tenggara,,Kecamatan Moramo,,P_Name,,Moramo,Moramo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\28. Sultra 2011\PULAU\PULAU BOKORI\PEMANFAATANN_Bokori.shp,['FID'.'P_Name'],1,Pulau,2011,Sulawesi Tenggara,,Pulau Bokori,,P_Name,,Bokori,Bokori
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sultra 2012\19 12 12\PETA PESISIR 2012\Kecamatan Wawonii Barat\PENGGUNAAN_PEMANFAATAN_TANAH.shp,['FID'.'G_Kode'.'G_Name'.'P_Name'.'Las_m'.'Las_Ha'.'keterangan'],1,Pesisir,2012,Sulawesi Tenggara,,Kecamatan Wawonii Barat,,P_Name,,Wawonii Barat,Wawonii Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sultra 2012\19 12 12\PETA PESISIR 2012\Kecamatan Wawonii Tengah dan Timur\peta kerja pesisir 2012\PGTWAWONItengah.shp,['FID'.'Qname100'.'Kode'.'PEMANFAATA'],1,Pesisir,2012,Sulawesi Tenggara,,Kecamatan Wawonii Tengah,,PEMANFAATA,,Wawonii Tengah,Wawonii Tengah
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sultra 2012\19 12 12\PETA PESISIR 2012\Kecamatan Wawonii Tengah dan Timur\peta kerja pesisir 2012\PGTWAWONItimuredit2.shp,['FID'.'Qname100'.'Kode'.'PEMANFAATA'],1,Pesisir,2012,Sulawesi Tenggara,,Kecamatan Wawonii Timur,,PEMANFAATA,,Wawonii Timur,Wawonii Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sultra 2012\19 12 12\PETA PESISIR 2012\Kecamatan Wawonii Utara\PENGGUNAAN_PEMANFAATAN_TANAH.shp,['FID'.'G_Kode'.'G_Name'.'P_Name'.'Las_m'.'Las_Ha'],1,Pesisir,2012,Sulawesi Tenggara,,Kecamatan Wawonii Utara,,P_Name,,Wawonii Utara,Wawonii Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\26. Sulsel 2010\KABUPATEN TAKALAR\PETA KECAMATAN FORMAT SHP\Kecamatan Galesong Selatan SHP\Peta_Pertanahan_Galesong_Selatan.shp,['FID'.'PENGUASAAN'.'PENGGUNAAN'.'PEMANFAATA'.'PEMILIKAN'.'KETERANGAN'.'NAMA_DESA'.'KECAMATAN'.'PERTANAHAN'.'PENULISAN'],1,Pesisir,2010,Sulawesi Selatan,,Kecamatan Galesong Selatan,,PEMANFAATA,,Galesong Selatan,Galesong Selatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\26. Sulsel 2010\KABUPATEN TAKALAR\PETA KECAMATAN FORMAT SHP\Kecamatan Galesong SHP\Peta_Pemanfaatan_Kecamatan_Galesong.shp,['FID'.'PEMANFAATA'.'NAMA_DESA'.'KECAMATAN'.'Shape_Area'],1,Pesisir,2010,Sulawesi Selatan,,Kecamatan Galesong ,,PEMANFAATA,,Galesong ,Galesong 
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\26. Sulsel 2010\KABUPATEN TAKALAR\PETA KECAMATAN FORMAT SHP\Kecamatan Galesong Utara SHP\Peta_Pemanfaatan_Tanah_Kec_Galesong_Utara.shp,['FID'.'PEMANFAATA'.'NAMA_DESA'.'KECAMATAN'.'HECTAR'],1,Pesisir,2010,Sulawesi Selatan,,Kecamatan Galesong Utara,,PEMANFAATA,,Galesong Utara,Galesong Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\26. Sulsel 2010\KABUPATEN TAKALAR\PETA KECAMATAN FORMAT SHP\Kecamatan Sanrobone SHP\PEMANFAATAN_TANAH_SANROBONE.shp,['FID'.'PENGGUNAAN'.'QCODE'.'PEMANFAATA'],1,Pesisir,2010,Sulawesi Selatan,,Kecamatan Sanrobone,,PEMANFAATA,,Sanrobone,Sanrobone
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\26. Sulsel 2011\KAB MAROS\FAIL SHP DAN FAIL CETAK\KECAMATAN MAROS BARU\pertanahan_marosbaru2.shp,['FID'.'nama_desa'.'las_desa'.'PENGGUNAAN'.'GUPT'.'pemanfaata'.'PEMILIKAN'.'las_Q'.'las_O'.'las_mnft'.'PERTANAHAN'.'Las_Prtnh'.'las_milik'],1,Pesisir,2011,Sulawesi Selatan,,Kecamatan Maros Baru,,pemanfaata,,Maros Baru,Maros Baru
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\26. Sulsel 2011\KABUPATE TAKALAR\KECAMATAN MAPPAKASUNGGU\PESISIR_MAPPAKASUNGGU.gdb\KECAMATAN_MAPPASUNGGU\PEMANFAATAN_TANAH,['CODE'.'KETERANGAN'.'NO_IDENTIF'.'Pemanfaata'.'Shape_Area'],1,Pesisir,2011,Sulawesi Selatan,,Kecamatan Mappakasunggu,,Pemanfaata,,Mappakasunggu,Mappakasunggu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\26. Sulsel 2011\LAPORAN PESISIR KAB JENEPONTO TA.2011\KECAMATAN BANGKALA BARAT\FAIL.SHP\PEMANFAATAN_FIX.shp,['FID'.'Las_QBang'.'Las_Ha_Q'.'Pemanfaata'],1,Pesisir,2011,Sulawesi Selatan,,Kecamatan Bangkala Barat,,Pemanfaata,,Bangkala Barat,Bangkala Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\26. Sulsel 2011\LAPORAN PESISIR KAB JENEPONTO TA.2011\KECAMATAN BINAMU\KECAMATAN BINAMU.gdb\Pemanfaatan_Tanah,['OBJECTID_12'.'CODE'.'TANAH_ID'.'No_IDENTIF'.'PEMANFAATA'.'Shape_Area'],1,Pesisir,2011,Sulawesi Selatan,,Kecamatan Binamu,,PEMANFAATA,,Binamu,Binamu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\26. Sulsel 2012\12 08 2012\KECAMATAN BONTOA\UTM\Pemanfaatan_bontoa.shp,['FID'.'PEMANFAATA'.'L_Pmftn'],1,Pesisir,2012,Sulawesi Selatan,,Kecamatan Bontoa,,PEMANFAATA,,Bontoa,Bontoa
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\26. Sulsel 2012\12 08 2012\KECAMATAN LAU\PETA-PETA FAIL SHP KEC LAU\PENGGUNAAN_TANAH_KECAMATAN_LAU.shp,['FID'.'centerX'.'centerY'.'PENGGUNAAN'.'QCODE'.'PENGUASAAN'.'OCODE'.'MILIK_CODE'.'PEMILIKAN_'.'Las_M2'.'PEMANFAATA'.'PETA_PERTA'.'Shape_Area'],1,Pesisir,2012,Sulawesi Selatan,,Kecamatan Lau,,PEMANFAATA,,Lau,Lau
,"F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\26. Sulsel 2012\09 01 13\Kecamatan Marang dan Labakang, Kab. pangkep, Prov. Sulawesi Selatan\KECAMATAN LABAKANG\FINAL SHP\PEMANFAATAN_TANAH.shp",['FID'.'centerX'.'centerY'.'AREA'.'HA'.'QCODE'.'Keterangan'],1,Pesisir,2012,Sulawesi Selatan,,Kecamatan Labakkang,,Keterangan,,Labakkang,Labakkang
,"F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\26. Sulsel 2012\09 01 13\Kecamatan Marang dan Labakang, Kab. pangkep, Prov. Sulawesi Selatan\KECAMATAN MARANG\Marang_UTM\QMARANG_UTM.shp",['FID'.'UPDATE'.'UNSUR'.'PENGGUNAAN'.'GUPT'.'GUPT_STAT'.'Kode_Q'.'Pengasaan'.'Kode_Peng'.'Pemilikan'.'Kode_Pemil'.'Pemanfaata'.'Pertanahan'],1,Pesisir,2012,Sulawesi Selatan,,Kecamatan Marang,,Pemanfaata,,Marang,Marang
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\26. Sulsel 2012\20 12 2012\Selayar 2012\KECAMATAN BONTOMANAI\PETA_PEMANFAATAN_TANAH.shp,['FID'.'KETERANGAN'.'QCode'.'Las_M2'.'Las_Ha'.'PEMANFATAN'],1,Pesisir,2012,Sulawesi Selatan,,Kecamatan Bontomanai,,PEMANFATAN,,Bontomanai,Bontomanai
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\26. Sulsel 2013\15 11 2013\KAB. PINRANG WP3WT 2013\Kec. Suppa 2013\SHP\Pemanfaatan.shp,['FID'.'FID_Q_tm_'.'FID_Q_tm'.'ADNAME'.'Pemanfaata'.'Ket_Pemn'.'Kode'.'Las'],1,Pesisir,2013,Sulawesi Selatan,,Kecamatan Suppa,,Pemanfaata,,Suppa,Suppa
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\26. Sulsel 2013\15 11 2013\KAB. PINRANG WP3WT 2013\KEC.LANRISANG\SHP\PEMANFAATAN.shp,['FID'.'PEMANFAATA'.'Las_M2'.'Las_Ha'],1,Pesisir,2013,Sulawesi Selatan,,Kecamatan Lanrisang,,PEMANFAATA,,Lanrisang,Lanrisang
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\26. Sulsel 2013\15 11 2013\KEP.SELAYAR WP3WT 2013\BONTOHARU\SHP\Pemanfaatan.shp,['FID'.'Pemanfaata'.'Ket_Pemftn'],1,Pesisir,2013,Sulawesi Selatan,,Kecamatan Bontoharu,,Pemanfaata,,Bontoharu,Bontoharu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\26. Sulsel 2013\15 11 2013\KEP.SELAYAR WP3WT 2013\BENTENG UTM\SHP\PEMANFAATAN_UTM.shp,['FID'.'Kode_Q_'.'PEMANFAATA'.'L_Pemanfaa'.'L_Ha'],1,Pesisir,2013,Sulawesi Selatan,,Kecamatan Benteng,,PEMANFAATA,,Benteng,Benteng
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\Parepre3sp\Ujung\Pemanfaatan_Ujung.shp,['FID'.'Pemanfaata'.'Las'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Ujung,,Pemanfaata,,Ujung,Ujung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\Parepre3sp\Bacukiki Barat\Pemanfaatan_BacukikiBarat.shp,['FID'.'ID'.'Pemanfaata'.'Las'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Bacukiki Barat,,Pemanfaata,,Bacukiki Barat,Bacukiki Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\Parepre3sp\Soreang\SHP Soreang\Pemanfaatan.shp,['FID'.'Pemanfaata'.'Las'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Soreang,,Pemanfaata,,Soreang,Soreang
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\PINRANG_WP3WT2014\MATIROSOMPE\FILE SHP\Pemanfaatan.shp,['FID'.'ID'.'NAMA_KEC'.'Pemanfaata'.'Las_Ha'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Mattiro Sompe,,Pemanfaata,,Mattiro Sompe,Mattiro Sompe
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\PINRANG_WP3WT2014\CEMPA_PINRANG\FILE SHP\PEMANFAATAN.shp,['FID'.'PEMANFAATA'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Cempa,,PEMANFAATA,,Cempa,Cempa
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\PINRANG_WP3WT2014\DUAMPANUA\SHP\Pemanfaatan_Ok.shp,['FID'.'ID'.'Pemanfaata'.'las'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Duampanua,,Pemanfaata,,Duampanua,Duampanua
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\26. Sulawesi Selatan 2014\Kep. Selayar\BT.SIKUYU_SELAYAR\PENGOLAHAN\PEMANFAATAN.shp,['FID'.'PEMANFAATA'],1,Pesisir,2014,Sulawesi Selatan,,Kecamatan Bonto Sikuyu,,PEMANFAATA,,Bonto Sikuyu,Bonto Sikuyu
,C:\WP3WT\PPKT\SHP\Mangkai\Pemanfaatan\Pemanfaatan.shp,['FID'.'Id'.'No_Identif'.'Penggnaan'.'Pemanfaata'.'Keterangan'],1,Pulau Kecil Terluar,2010,Kep Riau,,Pulau Mangkai,,Pemanfaata,,Mangkai,Mangkai
,C:\WP3WT\PPKT\SHP\Tokong Berlayar\Pemanfaatan\Pemanfaatan.shp,['FID'.'Id'.'No_Identif'.'Jenis_Peng'.'Pemanfaata'.'Keterangan'],1,Pulau Kecil Terluar,2010,Kep Riau,,Pulau Tokong Berlayar,,Pemanfaata,,Tokong Berlayar,Tokong Berlayar
,C:\WP3WT\PPKT\SHP\Tokong Nanas\Pemanfaatan\Pemanfaatan.shp,['FID'.'Id'.'No_Identif'.'Jenis_Peng'.'Pemanfaata'.'Keterangan'],1,Pulau Kecil Terluar,2010,Kep Riau,,Pulau Tokong Nanas,,Pemanfaata,,Tokong Nanas,Tokong Nanas
,C:\WP3WT\PPKT\SHP\Damar\Pemanfaatan_Damar.shp,['FID'.'JENIS_PENG'.'PEMANFATAA'.'KETERANGAN'.'AREA'.'PERIMETER'.'HECTARES'],1,Pulau Kecil Terluar,2011,Kep Riau,,Pulau Damar,,PEMANFATAA,,Damar,Damar
,C:\WP3WT\PPKT\SHP\Sentut\Pemanfaatan_Sentut.shp,['FID'.'JENIS_PENG'.'PEMANFATAA'.'KETERANGAN'.'AREA'.'PERIMETER'.'HECTARES'],1,Pulau Kecil Terluar,2011,Kep Riau,,Pulau Sentut,,PEMANFATAA,,Sentut,Sentut
,C:\WP3WT\PPKT\SHP\Tokong Malang Biru\Pemanfaatan_Malangbiru.shp,['FID'.'JENIS_PENG'.'PEMANFATAA'.'KETERANGAN'.'AREA'.'PERIMETER'.'HECTARES'],1,Pulau Kecil Terluar,2011,Kep Riau,,Pulau Tokong Malang Biru,,PEMANFATAA,,Tokong Malang Biru,Tokong Malang Biru
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\5. Kepulauan Riau 2016\Lap PPK 2016\Pulau Manis\shp manis\PemanfaatanManis.shp,['Id’;’Toponimi’;’Penggunaan’;’Qcode’;’L_m2’;’Pmanfaatan'],1,Pulau Kecil,2016,Kep Riau,,Kecamatan Manis,,Pmanfaatan,,Manis,Manis
,C:\WP3WT\PPKT\SHP\Nongsa\P_Nongsa_Pemanfaatan.shp,['FID'.'FID_P_Nong'.'Id'.'Pemanfaata'],1,Pulau Kecil,2016,Kep Riau,,Kecamatan Nongsa,,Pemanfaata,,Nongsa,Nongsa
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\5. Kepulauan Riau 2016\Lap PPK 2016\Pulau Panjang\shp\Pemanfaatan_Panjang.shp,['FID'.'Id'.'Penggnaan'.'Keterangan'.'Toponimi'.'Las_m2'.'Pemanfatan'.'Las_Ha'],1,Pulau Kecil,2016,Kep Riau,,Kecamatan Panjang,,Pemanfatan,,Panjang,Panjang
,C:\@LAPORAN DAERAH 2017\Kepri_3SP\BATAM\MXD SHP\P.LAYANG\SHP\Pemanfaatan\pfn_Pulau_Layang.shp,['FID'.'Id'.'Penggnaan'.'Keterangan'.'Toponimi'.'Las_Ha'.'Las_m2'.'Pemanfaata'.'objID'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'ptnID'.'pfnObjName'.'area'.'pfnRemarks'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Pulau Layang,,Pemanfaata,,Pulau Layang,Pulau Layang
,C:\@LAPORAN DAERAH 2017\Kepri_3SP\BATAM\MXD SHP\P.MECAN\SHP\Pemanfaatan\Pfn_Pulau_Mecan.shp,['FID'.'wapName'.'wakName'.'wacName'.'wadName'.'ptnID'.'objID'.'objType'.'objYear'.'pfnObjName'.'area'.'pfnRemarks'.'NamaPla'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Pulau Mecan,,pfnObjName,,Pulau Mecan,Pulau Mecan
,C:\@LAPORAN DAERAH 2017\Kepri_3SP\BINTAN\MXD SHP\SHP\Pemanfaatan\pfn_Pulau_Buau.shp,['FID'.'Penggnaan'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'ptnID'.'pfnObjName'.'area'.'pfnRemarks'.'objID'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Pulau Buau,,pfnObjName,,Pulau Buau,Pulau Buau
,C:\WP3WT\PPKT\SHP\Tokong Boro\Pemanfaatan tanah_region.shp,['FID'.'IDENTIFIER'.'PENGGUNAAN'.'PEMANFAATA'.'KETERANGAN'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Tokongboro,,PEMANFAATA,,Tokongboro,Tokongboro
,C:\WP3WT\PPKT\SHP\Semiun\Pemanfaatan_region.shp,['FID'.'IDENTIFIER'.'PENGGUNAAN'.'PEMANFAATA'.'KETERANGAN'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Seminun,,PEMANFAATA,,Seminun,Seminun
,C:\WP3WT\PPKT\SHP\Sebetul\Pemanfaatan tanah sebetul_region.shp,['FID'.'IDENTIFIER'.'PENGGUNAAN'.'PEMANFAATA'.'KETERANGAN'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Sebetul,,PEMANFAATA,,Sebetul,Sebetul
,C:\WP3WT\PPKT\SHP\Kepala\pemanfaatan tanah_region.shp,['FID'.'IDENTIFIER'.'PENGGUNAAN'.'PEMANFAATA'.'KETERANGAN'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Kepala,,PEMANFAATA,,Kepala,Kepala
,C:\WP3WT\PPKT\SHP\P  Iyu Kecil\pemanfaatan tanah final.shp,['FID'.'AREA'.'PERIMETER'.'ID'.'LUAS_M2_'.'ALAMAT_BID'.'TIPE_PEMIL'.'NAMA'.'WNA_WNI'.'PROFESI'.'DOMISILI'.'STATUS_TAN'.'PENGGUNAAN'.'JENIS'.'PENGUASAAN'.'PEMANFAATA'.'HA'.'HECTARES'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Iyu Kecil,,PEMANFAATA,,Iyu Kecil,Iyu Kecil
,C:\WP3WT\PPKT\SHP\P Karimun Kecil\peta pemanfaatan tanah final.shp,['FID'.'ID'.'AREA'.'PERIMETER'.'JENIS'.'PENGGUNAAN'.'PEMANFAATA'.'HA'.'HECTARES'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Karimun Kecil,,PEMANFAATA,,Karimun Kecil,Karimun Kecil
,C:\WP3WT\PPKT\SHP\Nipa\P_Nipah_Pemanfaatan.shp,['FID'.'ID'.'Pemanfaata'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Nipa,,Pemanfaata,,Nipa,Nipa
,C:\WP3WT\PPKT\SHP\Pelampong\P_Pelampong_Pemanfaatan.shp,['FID'.'FID_P_Pela'.'Id'.'Pemanfaata'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Pelampong,,Pemanfaata,,Pelampong,Pelampong
,C:\WP3WT\PPKT\SHP\Batu Berhanti\P_Batuberhenti_Pemanfaatan.shp,['FID'.'Id'.'Pemanfaata'],1,Pulau Kecil,2017,Kep Riau,,Kecamatan Batu Berhanti,,Pemanfaata,,Batu Berhanti,Batu Berhanti
